nama_gunung,lat,lon
Agung,-8.339375192830959,115.50731060994893
Ambang,0.7514856509301857,124.41904738605665
Anak_Krakatau,-6.099515863407345,105.42515885016189
Anak_Ranakah,-8.63159715475504,120.53140833097258
Arjuno_Welirang,-7.747295589067783,112.58733677891843
Awu,3.683047749125832,125.44995400611221
Banda_Api,-4.522972539777585,129.88089414503176
Batur,-8.23813506031069,115.37489893706972
Batutara,-7.790324891177108,123.58945322117226
Bromo,-7.944385962403606,112.95438840400965
Bur_Ni_Telong,4.765966824131915,96.82280185790493
Ciremai,-6.891829944000763,108.40846390872282
Colo,-0.16964684140597164,121.60723071523412
Dempo,-4.0141667628522875,103.11810553748614
Dieng,-7.207318271783539,109.89463671477017
Dukono,1.6995676017899288,127.87666291463269
Ebulobo,-8.814583978130186,121.19256838008455
Egon,-8.676063761318956,122.45389287051678
Galunggung,-7.23085413222747,108.0648583125471
Gamalama,0.8088879975854231,127.33273301009831
Gamkonora,1.3801266867570268,127.53251832928649
Gede,-6.787625371042898,106.98041210155802
Guntur,-7.152790534037484,107.82914038199414
Ibu,1.494661885482266,127.6332194726363
Ijen,-8.054699079293483,114.25595741917043
Ile_Werung,-8.529548538479062,123.57265472535923
Ili_Boleng,-8.341261654927612,123.25536976700822
Ili_Lewotolok,-8.272271041107231,123.51058113922657
Inielika,-8.735352570070845,120.97068450490704
Inierie,-8.87414228146731,120.95729960717365
Iya,-8.895881511343005,121.63894124476354
Kaba,-3.5145238018250096,102.62897286528306
Karangetang,2.7774561112049425,125.39866020338899
Kelimutu,-8.76643427890138,121.81707716560446
Kelud,-7.935402809562411,112.3060742634606
Kerinci,-1.6960641721818626,101.26550992704645
Kie_Besi,0.32038414608122734,127.39543541692986
Lamongan,-7.971335420927192,113.34057414465263
Lereboleng,-8.35635335170082,122.8269632080116
Lewotobi_Laki_Laki,-8.536555397695194,122.76812355690178
Lewotobi_Perempuan,-8.549760632371752,122.78240676991928
Lokon,1.3645858323417592,124.79813643595507
Mahawu,1.3532670597618532,124.86254564182646
Marapi,-0.3909018958846098,100.46142791623107
Merapi,-7.541132231362353,110.44512432087859
Papandayan,-7.322841617321309,107.72852907017275
Peut_Sague,4.901342937448727,96.30115017241674
Raung,-8.11856929599438,114.05635176303907
Rinjani,-8.41348620377082,116.43796524429675
Rokatenda,-8.33344631195577,121.70631489107251
Ruang,2.306559239269489,125.37144125028016
Salak,-6.711268571892739,106.7382263009594
Sangeangapi,-8.197082051826428,119.07227481497725
Semeru,-8.110125132323658,112.92815759771337
Seulawah_Agam,5.445721999625158,95.6733176203456
Sinabung,3.168852080495818,98.39844686625058
Sirung,-8.503317732182772,124.12574744579162
Slamet,-7.240645768824374,109.21739682207246
Soputan,1.1144948572428843,124.7366018389929
Sorikmarapi,0.6830340262802781,99.54146323376426
Sumbing,-7.378896491050368,110.079959157884
Sundoro,-7.2993955884057895,109.9986616246712
Talang,-0.9835204888182582,100.6781913942891
Tambora,-8.233284157776444,117.99285916957923
Tandikat,-0.4287209693460416,100.33431630352815
Tangkoko,1.507148467931527,125.21881748350826
Tangkuban_Parahu,-6.799123806679628,107.57563580881562
Wurlali,-7.122068151320597,128.68227206143106
